issue,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
第356回,2020-02-21,0.189189,0.159159,0.168168,0.192192,0.18018,0.171171,0.198198,0.216216,0.207207,0.177177,0.177177,0.195195,0.21021,0.204204,0.207207,0.177177,0.195195,0.201201,0.192192,0.18018,0.168168,0.24024,0.15015,0.153153,0.168168,0.207207,0.177177,0.156156,0.216216,0.201201,0.189189,0.213213,0.18018,0.21021,0.195195,0.192192,0.183183
第355回,2020-02-14,0.188623,0.158683,0.167665,0.194611,0.179641,0.173653,0.197605,0.215569,0.209581,0.179641,0.176647,0.194611,0.209581,0.203593,0.206587,0.176647,0.194611,0.200599,0.191617,0.179641,0.167665,0.239521,0.152695,0.152695,0.167665,0.206587,0.179641,0.155689,0.215569,0.200599,0.188623,0.212575,0.182635,0.209581,0.194611,0.191617,0.182635
第354回,2020-02-07,0.191045,0.161194,0.167164,0.19403,0.179104,0.173134,0.197015,0.21791,0.208955,0.18209,0.176119,0.19403,0.21194,0.202985,0.20597,0.176119,0.19403,0.2,0.191045,0.179104,0.167164,0.238806,0.152239,0.152239,0.170149,0.20597,0.179104,0.155224,0.214925,0.2,0.191045,0.21194,0.18209,0.208955,0.19403,0.191045,0.18209
第353回,2020-01-31,0.190476,0.160714,0.166667,0.193452,0.178571,0.172619,0.196429,0.217262,0.208333,0.181548,0.178571,0.193452,0.21131,0.202381,0.208333,0.175595,0.193452,0.199405,0.190476,0.178571,0.166667,0.241071,0.154762,0.154762,0.169643,0.205357,0.178571,0.154762,0.217262,0.199405,0.190476,0.21131,0.184524,0.208333,0.193452,0.190476,0.181548
第352回,2020-01-24,0.189911,0.160237,0.169139,0.195846,0.178042,0.172107,0.195846,0.216617,0.207715,0.181009,0.178042,0.192878,0.210682,0.204748,0.207715,0.175074,0.192878,0.20178,0.189911,0.178042,0.166172,0.240356,0.154303,0.154303,0.169139,0.207715,0.178042,0.154303,0.216617,0.20178,0.189911,0.21365,0.183976,0.207715,0.192878,0.189911,0.181009
第351回,2020-01-17,0.189349,0.159763,0.168639,0.195266,0.177515,0.171598,0.195266,0.218935,0.207101,0.180473,0.177515,0.192308,0.213018,0.204142,0.207101,0.174556,0.195266,0.201183,0.192308,0.177515,0.16568,0.239645,0.156805,0.153846,0.171598,0.207101,0.177515,0.156805,0.215976,0.201183,0.189349,0.213018,0.183432,0.207101,0.192308,0.189349,0.180473
第350回,2020-01-10,0.188791,0.159292,0.168142,0.19469,0.176991,0.171091,0.19469,0.218289,0.20649,0.182891,0.176991,0.19174,0.212389,0.20354,0.20649,0.174041,0.19469,0.20059,0.19469,0.176991,0.168142,0.238938,0.159292,0.156342,0.171091,0.20649,0.176991,0.156342,0.215339,0.20354,0.188791,0.212389,0.182891,0.20649,0.19174,0.188791,0.182891
第349回,2019-12-27,0.188235,0.158824,0.167647,0.197059,0.176471,0.170588,0.194118,0.217647,0.205882,0.185294,0.179412,0.191176,0.211765,0.202941,0.208824,0.173529,0.194118,0.202941,0.194118,0.176471,0.167647,0.241176,0.158824,0.155882,0.170588,0.205882,0.176471,0.155882,0.214706,0.202941,0.188235,0.211765,0.182353,0.208824,0.191176,0.188235,0.182353
第348回,2019-12-20,0.187683,0.16129,0.167155,0.196481,0.178886,0.170088,0.193548,0.217009,0.205279,0.184751,0.178886,0.190616,0.211144,0.202346,0.208211,0.173021,0.196481,0.205279,0.196481,0.178886,0.167155,0.240469,0.158358,0.155425,0.170088,0.205279,0.175953,0.155425,0.214076,0.202346,0.187683,0.211144,0.184751,0.208211,0.190616,0.187683,0.181818
第347回,2019-12-13,0.187135,0.160819,0.169591,0.195906,0.178363,0.172515,0.192982,0.216374,0.204678,0.184211,0.181287,0.190058,0.21345,0.201754,0.207602,0.172515,0.195906,0.207602,0.195906,0.181287,0.166667,0.239766,0.157895,0.154971,0.169591,0.204678,0.175439,0.154971,0.21345,0.201754,0.187135,0.210526,0.184211,0.210526,0.190058,0.187135,0.181287
第346回,2019-12-06,0.186589,0.16035,0.169096,0.195335,0.177843,0.172012,0.19242,0.215743,0.204082,0.183673,0.183673,0.189504,0.212828,0.201166,0.206997,0.174927,0.195335,0.209913,0.195335,0.180758,0.166181,0.239067,0.16035,0.154519,0.169096,0.204082,0.174927,0.154519,0.212828,0.204082,0.189504,0.209913,0.183673,0.209913,0.19242,0.186589,0.180758
第345回,2019-11-29,0.186047,0.159884,0.168605,0.194767,0.177326,0.174419,0.19186,0.215116,0.206395,0.186047,0.18314,0.188953,0.212209,0.200581,0.206395,0.174419,0.194767,0.212209,0.194767,0.180233,0.165698,0.238372,0.159884,0.15407,0.168605,0.203488,0.174419,0.156977,0.212209,0.203488,0.19186,0.212209,0.18314,0.209302,0.19186,0.186047,0.180233
第344回,2019-11-22,0.185507,0.15942,0.168116,0.194203,0.176812,0.173913,0.191304,0.214493,0.205797,0.185507,0.185507,0.188406,0.211594,0.2,0.205797,0.173913,0.194203,0.211594,0.197101,0.17971,0.165217,0.237681,0.15942,0.153623,0.168116,0.202899,0.173913,0.15942,0.214493,0.202899,0.194203,0.214493,0.182609,0.208696,0.191304,0.185507,0.182609
第343回,2019-11-15,0.184971,0.15896,0.16763,0.193642,0.176301,0.17341,0.190751,0.213873,0.205202,0.184971,0.184971,0.187861,0.210983,0.199422,0.205202,0.17341,0.196532,0.210983,0.199422,0.179191,0.16474,0.239884,0.15896,0.153179,0.16763,0.202312,0.17341,0.15896,0.216763,0.205202,0.196532,0.216763,0.182081,0.208092,0.190751,0.184971,0.182081
第342回,2019-11-08,0.184438,0.158501,0.170029,0.193084,0.175793,0.175793,0.190202,0.213256,0.204611,0.184438,0.184438,0.18732,0.210375,0.198847,0.204611,0.172911,0.195965,0.210375,0.198847,0.178674,0.164265,0.239193,0.158501,0.15562,0.167147,0.201729,0.172911,0.161383,0.216138,0.204611,0.195965,0.21902,0.181556,0.207493,0.193084,0.18732,0.181556
第341回,2019-11-01,0.183908,0.158046,0.16954,0.195402,0.175287,0.175287,0.189655,0.212644,0.204023,0.183908,0.186782,0.186782,0.20977,0.198276,0.204023,0.172414,0.198276,0.20977,0.198276,0.178161,0.163793,0.238506,0.158046,0.155172,0.166667,0.201149,0.175287,0.16092,0.218391,0.204023,0.198276,0.218391,0.181034,0.206897,0.192529,0.189655,0.181034
第340回,2019-10-25,0.183381,0.157593,0.169054,0.194842,0.174785,0.17765,0.189112,0.212034,0.203438,0.183381,0.186246,0.186246,0.209169,0.200573,0.203438,0.17192,0.200573,0.209169,0.197708,0.17765,0.163324,0.237822,0.157593,0.154728,0.166189,0.203438,0.17765,0.160458,0.217765,0.206304,0.197708,0.217765,0.180516,0.206304,0.191977,0.191977,0.180516
第339回,2019-10-18,0.182857,0.157143,0.168571,0.194286,0.174286,0.177143,0.188571,0.211429,0.202857,0.182857,0.188571,0.185714,0.208571,0.2,0.205714,0.171429,0.2,0.211429,0.197143,0.18,0.162857,0.237143,0.16,0.154286,0.168571,0.202857,0.177143,0.16,0.217143,0.205714,0.197143,0.22,0.18,0.205714,0.191429,0.191429,0.18
第338回,2019-10-11,0.182336,0.156695,0.168091,0.193732,0.173789,0.176638,0.190883,0.210826,0.205128,0.182336,0.188034,0.185185,0.207977,0.19943,0.205128,0.173789,0.202279,0.210826,0.196581,0.179487,0.162393,0.236467,0.162393,0.153846,0.168091,0.202279,0.179487,0.159544,0.216524,0.205128,0.196581,0.219373,0.179487,0.207977,0.190883,0.190883,0.179487
第337回,2019-10-04,0.181818,0.15625,0.167614,0.193182,0.176136,0.176136,0.193182,0.210227,0.204545,0.184659,0.1875,0.1875,0.207386,0.201705,0.204545,0.173295,0.201705,0.210227,0.196023,0.178977,0.161932,0.235795,0.161932,0.15625,0.167614,0.201705,0.178977,0.159091,0.215909,0.204545,0.196023,0.21875,0.178977,0.207386,0.193182,0.190341,0.178977
第336回,2019-09-27,0.181303,0.155807,0.167139,0.192635,0.175637,0.175637,0.192635,0.209632,0.206799,0.186969,0.186969,0.186969,0.209632,0.201133,0.203966,0.172805,0.201133,0.209632,0.195467,0.17847,0.164306,0.235127,0.161473,0.155807,0.169972,0.201133,0.17847,0.15864,0.215297,0.203966,0.1983,0.21813,0.181303,0.206799,0.192635,0.189802,0.17847
第335回,2019-09-20,0.180791,0.155367,0.166667,0.19209,0.175141,0.175141,0.19209,0.20904,0.20904,0.189266,0.186441,0.186441,0.20904,0.200565,0.20339,0.172316,0.20339,0.211864,0.194915,0.177966,0.163842,0.237288,0.161017,0.155367,0.172316,0.200565,0.177966,0.158192,0.214689,0.20339,0.19774,0.217514,0.180791,0.206215,0.194915,0.189266,0.177966
第334回,2019-09-13,0.180282,0.15493,0.169014,0.191549,0.174648,0.174648,0.194366,0.208451,0.208451,0.188732,0.185915,0.185915,0.208451,0.2,0.205634,0.174648,0.202817,0.211268,0.194366,0.177465,0.16338,0.23662,0.160563,0.15493,0.171831,0.2,0.177465,0.157746,0.214085,0.205634,0.197183,0.216901,0.180282,0.208451,0.197183,0.188732,0.177465
第333回,2019-09-06,0.182584,0.154494,0.168539,0.19382,0.174157,0.174157,0.19382,0.207865,0.207865,0.191011,0.188202,0.185393,0.207865,0.199438,0.205056,0.176966,0.202247,0.210674,0.19382,0.176966,0.162921,0.235955,0.160112,0.157303,0.171348,0.199438,0.176966,0.157303,0.213483,0.205056,0.196629,0.216292,0.179775,0.210674,0.196629,0.188202,0.176966
第332回,2019-08-30,0.182073,0.154062,0.168067,0.193277,0.176471,0.173669,0.196078,0.207283,0.207283,0.193277,0.187675,0.184874,0.207283,0.19888,0.207283,0.176471,0.201681,0.210084,0.193277,0.176471,0.162465,0.235294,0.159664,0.159664,0.170868,0.19888,0.179272,0.156863,0.212885,0.207283,0.196078,0.215686,0.179272,0.210084,0.196078,0.187675,0.176471
第331回,2019-08-23,0.181564,0.153631,0.167598,0.192737,0.178771,0.173184,0.198324,0.206704,0.206704,0.192737,0.189944,0.187151,0.206704,0.198324,0.209497,0.175978,0.201117,0.212291,0.192737,0.178771,0.162011,0.234637,0.159218,0.159218,0.170391,0.198324,0.178771,0.156425,0.212291,0.206704,0.195531,0.215084,0.178771,0.209497,0.195531,0.187151,0.175978
第330回,2019-08-16,0.181058,0.153203,0.169916,0.194986,0.178273,0.172702,0.197772,0.206128,0.206128,0.194986,0.189415,0.189415,0.206128,0.197772,0.208914,0.175487,0.203343,0.214485,0.192201,0.181058,0.16156,0.233983,0.158774,0.158774,0.169916,0.197772,0.178273,0.155989,0.211699,0.206128,0.194986,0.214485,0.178273,0.208914,0.194986,0.18663,0.175487
第329回,2019-08-09,0.180556,0.152778,0.172222,0.194444,0.177778,0.172222,0.197222,0.205556,0.205556,0.197222,0.188889,0.188889,0.205556,0.197222,0.208333,0.175,0.202778,0.213889,0.194444,0.183333,0.161111,0.233333,0.158333,0.158333,0.169444,0.2,0.177778,0.158333,0.211111,0.208333,0.194444,0.213889,0.177778,0.208333,0.194444,0.186111,0.175
第328回,2019-08-02,0.180055,0.152355,0.174515,0.193906,0.177285,0.171745,0.196676,0.204986,0.207756,0.199446,0.188366,0.188366,0.204986,0.199446,0.207756,0.174515,0.202216,0.213296,0.196676,0.182825,0.160665,0.232687,0.157895,0.160665,0.168975,0.199446,0.177285,0.157895,0.210526,0.210526,0.193906,0.213296,0.177285,0.207756,0.193906,0.185596,0.174515
第327回,2019-07-26,0.18232,0.151934,0.176796,0.19337,0.176796,0.171271,0.196133,0.20442,0.207182,0.198895,0.187845,0.187845,0.207182,0.201657,0.207182,0.176796,0.201657,0.212707,0.196133,0.18232,0.160221,0.232044,0.157459,0.160221,0.168508,0.198895,0.176796,0.157459,0.209945,0.212707,0.196133,0.212707,0.176796,0.207182,0.19337,0.185083,0.174033
第326回,2019-07-19,0.184573,0.15427,0.176309,0.192837,0.176309,0.170799,0.195592,0.203857,0.206612,0.198347,0.187328,0.187328,0.206612,0.201102,0.206612,0.176309,0.203857,0.214876,0.195592,0.181818,0.15978,0.231405,0.157025,0.162534,0.168044,0.198347,0.179063,0.157025,0.212121,0.212121,0.195592,0.212121,0.176309,0.206612,0.192837,0.184573,0.173554
第325回,2019-07-12,0.184066,0.153846,0.175824,0.195055,0.175824,0.17033,0.195055,0.203297,0.206044,0.197802,0.186813,0.186813,0.206044,0.203297,0.206044,0.175824,0.206044,0.217033,0.195055,0.181319,0.162088,0.230769,0.156593,0.162088,0.167582,0.197802,0.178571,0.156593,0.211538,0.211538,0.197802,0.211538,0.178571,0.206044,0.192308,0.184066,0.173077
第324回,2019-07-05,0.183562,0.153425,0.175342,0.194521,0.175342,0.169863,0.194521,0.20274,0.208219,0.19726,0.186301,0.186301,0.208219,0.20274,0.205479,0.178082,0.208219,0.219178,0.19726,0.183562,0.161644,0.230137,0.156164,0.161644,0.167123,0.19726,0.178082,0.156164,0.210959,0.210959,0.19726,0.210959,0.178082,0.205479,0.191781,0.183562,0.172603
第323回,2019-06-28,0.18306,0.153005,0.174863,0.193989,0.174863,0.169399,0.193989,0.202186,0.20765,0.196721,0.188525,0.185792,0.20765,0.204918,0.20765,0.177596,0.20765,0.218579,0.196721,0.18306,0.163934,0.229508,0.155738,0.161202,0.166667,0.199454,0.177596,0.155738,0.210383,0.210383,0.196721,0.210383,0.177596,0.20765,0.191257,0.185792,0.172131
第322回,2019-06-21,0.185286,0.152589,0.174387,0.19346,0.174387,0.168937,0.19346,0.201635,0.207084,0.19891,0.190736,0.185286,0.207084,0.20436,0.207084,0.177112,0.207084,0.217984,0.196185,0.182561,0.166213,0.228883,0.155313,0.160763,0.166213,0.201635,0.177112,0.155313,0.212534,0.212534,0.196185,0.209809,0.177112,0.207084,0.190736,0.185286,0.171662
第321回,2019-06-14,0.184783,0.152174,0.173913,0.192935,0.173913,0.168478,0.192935,0.201087,0.206522,0.19837,0.190217,0.184783,0.206522,0.203804,0.209239,0.17663,0.206522,0.217391,0.195652,0.182065,0.165761,0.228261,0.154891,0.163043,0.165761,0.201087,0.179348,0.157609,0.214674,0.211957,0.195652,0.209239,0.17663,0.209239,0.192935,0.184783,0.171196
第320回,2019-06-07,0.184282,0.151762,0.173442,0.192412,0.176152,0.170732,0.192412,0.200542,0.205962,0.197832,0.189702,0.184282,0.205962,0.203252,0.208672,0.176152,0.205962,0.219512,0.195122,0.181572,0.165312,0.230352,0.154472,0.162602,0.165312,0.203252,0.178862,0.157182,0.214092,0.211382,0.195122,0.208672,0.178862,0.211382,0.192412,0.184282,0.170732
第319回,2019-05-31,0.183784,0.154054,0.172973,0.191892,0.175676,0.172973,0.191892,0.2,0.205405,0.197297,0.189189,0.183784,0.205405,0.205405,0.208108,0.175676,0.205405,0.218919,0.194595,0.181081,0.164865,0.22973,0.156757,0.162162,0.164865,0.202703,0.178378,0.159459,0.213514,0.210811,0.197297,0.208108,0.178378,0.210811,0.194595,0.183784,0.17027
第318回,2019-05-24,0.183288,0.153639,0.172507,0.19407,0.177898,0.172507,0.191375,0.199461,0.204852,0.199461,0.188679,0.185984,0.204852,0.204852,0.207547,0.175202,0.204852,0.218329,0.19407,0.180593,0.16442,0.229111,0.156334,0.161725,0.16442,0.202156,0.180593,0.15903,0.212938,0.210243,0.196765,0.207547,0.177898,0.212938,0.19407,0.185984,0.169811
第317回,2019-05-17,0.182796,0.153226,0.172043,0.193548,0.177419,0.172043,0.193548,0.201613,0.204301,0.198925,0.188172,0.185484,0.204301,0.206989,0.209677,0.177419,0.204301,0.217742,0.193548,0.182796,0.163978,0.228495,0.155914,0.16129,0.163978,0.201613,0.180108,0.158602,0.215054,0.209677,0.196237,0.206989,0.177419,0.212366,0.193548,0.185484,0.169355
第316回,2019-05-10,0.182306,0.152815,0.174263,0.193029,0.176944,0.171582,0.193029,0.201072,0.206434,0.201072,0.187668,0.184987,0.203753,0.206434,0.209115,0.176944,0.206434,0.217158,0.193029,0.182306,0.163539,0.227882,0.155496,0.160858,0.163539,0.201072,0.179625,0.158177,0.214477,0.211796,0.19571,0.206434,0.179625,0.214477,0.193029,0.184987,0.168901
第315回,2019-05-03,0.181818,0.152406,0.176471,0.192513,0.176471,0.171123,0.192513,0.200535,0.205882,0.200535,0.18984,0.184492,0.203209,0.205882,0.208556,0.176471,0.205882,0.219251,0.192513,0.181818,0.163102,0.227273,0.15508,0.160428,0.163102,0.203209,0.179144,0.157754,0.213904,0.213904,0.195187,0.205882,0.181818,0.213904,0.192513,0.184492,0.171123
第314回,2019-04-26,0.181333,0.152,0.178667,0.192,0.176,0.173333,0.192,0.202667,0.205333,0.2,0.189333,0.184,0.202667,0.205333,0.208,0.176,0.205333,0.218667,0.194667,0.181333,0.162667,0.226667,0.154667,0.16,0.162667,0.202667,0.178667,0.157333,0.213333,0.213333,0.194667,0.208,0.181333,0.216,0.194667,0.184,0.170667
第313回,2019-04-19,0.180851,0.151596,0.178191,0.191489,0.175532,0.172872,0.191489,0.202128,0.207447,0.199468,0.18883,0.183511,0.204787,0.204787,0.207447,0.178191,0.204787,0.218085,0.194149,0.180851,0.162234,0.226064,0.156915,0.159574,0.162234,0.202128,0.178191,0.159574,0.215426,0.215426,0.194149,0.207447,0.180851,0.215426,0.194149,0.183511,0.170213
第312回,2019-04-12,0.183024,0.153846,0.177719,0.193634,0.175066,0.172414,0.190981,0.201592,0.206897,0.198939,0.188329,0.183024,0.204244,0.204244,0.206897,0.177719,0.204244,0.220159,0.193634,0.183024,0.161804,0.225464,0.156499,0.159151,0.161804,0.201592,0.177719,0.159151,0.217507,0.214854,0.193634,0.206897,0.180371,0.217507,0.193634,0.183024,0.169761
第311回,2019-04-05,0.18254,0.153439,0.177249,0.193122,0.174603,0.171958,0.190476,0.201058,0.208995,0.198413,0.190476,0.18254,0.203704,0.203704,0.206349,0.177249,0.203704,0.222222,0.193122,0.18254,0.161376,0.224868,0.156085,0.161376,0.161376,0.203704,0.179894,0.15873,0.216931,0.214286,0.193122,0.206349,0.179894,0.216931,0.193122,0.18254,0.171958
第310回,2019-03-29,0.182058,0.153034,0.176781,0.192612,0.174142,0.171504,0.189974,0.200528,0.208443,0.197889,0.189974,0.182058,0.203166,0.203166,0.205805,0.176781,0.205805,0.221636,0.192612,0.182058,0.16095,0.224274,0.155673,0.16095,0.163588,0.205805,0.17942,0.16095,0.216359,0.21372,0.195251,0.208443,0.17942,0.216359,0.192612,0.182058,0.174142
第309回,2019-03-22,0.184211,0.152632,0.176316,0.192105,0.173684,0.171053,0.192105,0.2,0.207895,0.197368,0.189474,0.181579,0.205263,0.205263,0.205263,0.178947,0.205263,0.221053,0.192105,0.181579,0.163158,0.226316,0.155263,0.160526,0.163158,0.205263,0.178947,0.160526,0.215789,0.213158,0.194737,0.207895,0.178947,0.215789,0.192105,0.181579,0.173684
第308回,2019-03-15,0.183727,0.152231,0.175853,0.191601,0.175853,0.173228,0.191601,0.199475,0.207349,0.19685,0.191601,0.181102,0.204724,0.204724,0.207349,0.178478,0.204724,0.220472,0.191601,0.183727,0.16273,0.225722,0.154856,0.160105,0.16273,0.204724,0.178478,0.160105,0.215223,0.212598,0.194226,0.209974,0.181102,0.215223,0.191601,0.181102,0.173228
第307回,2019-03-08,0.183246,0.151832,0.175393,0.191099,0.17801,0.172775,0.191099,0.201571,0.206806,0.196335,0.191099,0.180628,0.204188,0.204188,0.209424,0.17801,0.204188,0.219895,0.191099,0.183246,0.162304,0.225131,0.15445,0.162304,0.164921,0.204188,0.17801,0.159686,0.21466,0.212042,0.193717,0.212042,0.180628,0.21466,0.193717,0.180628,0.172775
第306回,2019-03-01,0.182768,0.151436,0.174935,0.190601,0.177546,0.172324,0.190601,0.201044,0.206266,0.195822,0.190601,0.182768,0.206266,0.203655,0.211488,0.177546,0.203655,0.219321,0.190601,0.182768,0.16188,0.227154,0.154047,0.16188,0.167102,0.203655,0.177546,0.159269,0.214099,0.211488,0.193211,0.211488,0.182768,0.214099,0.195822,0.180157,0.172324
第305回,2019-02-22,0.182292,0.151042,0.174479,0.190104,0.177083,0.174479,0.190104,0.200521,0.205729,0.195312,0.190104,0.182292,0.205729,0.203125,0.210938,0.177083,0.205729,0.21875,0.190104,0.182292,0.161458,0.226562,0.15625,0.164062,0.166667,0.203125,0.179688,0.161458,0.213542,0.210938,0.195312,0.210938,0.182292,0.213542,0.195312,0.179688,0.171875
第304回,2019-02-15,0.181818,0.150649,0.174026,0.18961,0.176623,0.174026,0.192208,0.2,0.207792,0.197403,0.18961,0.181818,0.205195,0.202597,0.21039,0.176623,0.207792,0.218182,0.18961,0.181818,0.161039,0.225974,0.155844,0.163636,0.166234,0.202597,0.179221,0.163636,0.212987,0.21039,0.194805,0.21039,0.184416,0.212987,0.194805,0.181818,0.171429
第303回,2019-02-08,0.181347,0.150259,0.173575,0.19171,0.176166,0.173575,0.194301,0.199482,0.207254,0.196891,0.189119,0.181347,0.204663,0.204663,0.209845,0.176166,0.209845,0.217617,0.189119,0.181347,0.163212,0.225389,0.15544,0.163212,0.165803,0.202073,0.178756,0.163212,0.212435,0.209845,0.194301,0.209845,0.183938,0.215026,0.194301,0.181347,0.173575
第302回,2019-02-01,0.180879,0.149871,0.173127,0.191214,0.175711,0.173127,0.193798,0.20155,0.206718,0.196382,0.18863,0.180879,0.204134,0.204134,0.209302,0.178295,0.209302,0.217054,0.18863,0.180879,0.162791,0.224806,0.155039,0.162791,0.165375,0.204134,0.180879,0.165375,0.211886,0.209302,0.193798,0.211886,0.183463,0.217054,0.193798,0.180879,0.173127
第301回,2019-01-25,0.180412,0.149485,0.17268,0.193299,0.175258,0.17268,0.193299,0.201031,0.206186,0.195876,0.190722,0.18299,0.203608,0.203608,0.208763,0.177835,0.208763,0.216495,0.188144,0.180412,0.162371,0.224227,0.154639,0.162371,0.167526,0.203608,0.18299,0.164948,0.21134,0.21134,0.193299,0.21134,0.185567,0.216495,0.193299,0.180412,0.17268
第300回,2019-01-18,0.179949,0.1491,0.172237,0.195373,0.174807,0.172237,0.195373,0.200514,0.205656,0.195373,0.190231,0.182519,0.203085,0.203085,0.208226,0.177378,0.208226,0.215938,0.187661,0.179949,0.164524,0.22365,0.154242,0.161954,0.167095,0.203085,0.182519,0.164524,0.210797,0.210797,0.195373,0.210797,0.187661,0.218509,0.195373,0.179949,0.172237
第299回,2019-01-11,0.182051,0.148718,0.171795,0.194872,0.174359,0.174359,0.194872,0.2,0.205128,0.197436,0.189744,0.182051,0.205128,0.202564,0.207692,0.179487,0.207692,0.215385,0.187179,0.179487,0.164103,0.223077,0.153846,0.161538,0.166667,0.205128,0.182051,0.164103,0.210256,0.210256,0.194872,0.210256,0.187179,0.217949,0.194872,0.182051,0.171795
第298回,2019-01-04,0.184143,0.148338,0.173913,0.194373,0.173913,0.173913,0.194373,0.202046,0.204604,0.196931,0.191816,0.181586,0.204604,0.202046,0.207161,0.179028,0.207161,0.217391,0.189258,0.179028,0.163683,0.225064,0.153453,0.161125,0.16624,0.204604,0.181586,0.163683,0.209719,0.209719,0.194373,0.209719,0.186701,0.217391,0.194373,0.181586,0.171355
第297回,2018-12-28,0.183673,0.15051,0.17602,0.193878,0.173469,0.173469,0.193878,0.201531,0.204082,0.196429,0.193878,0.181122,0.204082,0.201531,0.206633,0.181122,0.206633,0.216837,0.188776,0.178571,0.163265,0.22449,0.155612,0.160714,0.165816,0.204082,0.181122,0.165816,0.209184,0.209184,0.193878,0.209184,0.186224,0.216837,0.193878,0.183673,0.170918
第296回,2018-12-21,0.185751,0.150127,0.175573,0.193384,0.173028,0.173028,0.193384,0.203562,0.203562,0.198473,0.193384,0.183206,0.203562,0.201018,0.206107,0.180662,0.206107,0.21883,0.188295,0.178117,0.16285,0.223919,0.155216,0.160305,0.165394,0.203562,0.180662,0.167939,0.211196,0.208651,0.193384,0.208651,0.185751,0.216285,0.193384,0.183206,0.170483
第295回,2018-12-14,0.185279,0.149746,0.175127,0.195431,0.175127,0.175127,0.192893,0.205584,0.205584,0.19797,0.192893,0.182741,0.203046,0.200508,0.205584,0.180203,0.205584,0.218274,0.187817,0.177665,0.162437,0.225888,0.154822,0.159898,0.164975,0.203046,0.180203,0.167513,0.21066,0.208122,0.192893,0.21066,0.185279,0.215736,0.192893,0.182741,0.170051
第294回,2018-12-07,0.18481,0.149367,0.177215,0.197468,0.174684,0.177215,0.192405,0.205063,0.205063,0.2,0.192405,0.182278,0.202532,0.202532,0.205063,0.179747,0.205063,0.217722,0.187342,0.177215,0.162025,0.227848,0.15443,0.159494,0.164557,0.202532,0.179747,0.167089,0.212658,0.207595,0.192405,0.210127,0.18481,0.21519,0.192405,0.182278,0.16962
第293回,2018-11-30,0.184343,0.14899,0.176768,0.19697,0.174242,0.176768,0.191919,0.204545,0.204545,0.199495,0.194444,0.181818,0.204545,0.20202,0.207071,0.179293,0.204545,0.217172,0.186869,0.179293,0.161616,0.227273,0.15404,0.159091,0.164141,0.20202,0.181818,0.166667,0.214646,0.207071,0.191919,0.209596,0.184343,0.214646,0.194444,0.181818,0.169192
第292回,2018-11-23,0.183879,0.148615,0.176322,0.196474,0.173804,0.176322,0.191436,0.20403,0.20403,0.198992,0.193955,0.183879,0.20403,0.201511,0.209068,0.178841,0.20403,0.216625,0.186398,0.178841,0.161209,0.2267,0.153652,0.15869,0.166247,0.20403,0.183879,0.166247,0.216625,0.206549,0.191436,0.209068,0.183879,0.214106,0.196474,0.18136,0.168766
第291回,2018-11-16,0.18593,0.148241,0.175879,0.19598,0.173367,0.175879,0.190955,0.203518,0.203518,0.198492,0.19598,0.183417,0.203518,0.201005,0.208543,0.178392,0.203518,0.218593,0.188442,0.178392,0.163317,0.226131,0.153266,0.158291,0.165829,0.203518,0.183417,0.165829,0.218593,0.20603,0.190955,0.208543,0.183417,0.213568,0.19598,0.180905,0.170854
第290回,2018-11-09,0.185464,0.14787,0.177945,0.195489,0.172932,0.175439,0.190476,0.203008,0.203008,0.197995,0.195489,0.182957,0.205514,0.200501,0.20802,0.177945,0.203008,0.218045,0.18797,0.177945,0.162907,0.22807,0.152882,0.157895,0.165414,0.205514,0.182957,0.165414,0.218045,0.205514,0.192982,0.210526,0.182957,0.213033,0.195489,0.180451,0.172932
第289回,2018-11-02,0.185,0.15,0.1775,0.195,0.1725,0.175,0.1925,0.2025,0.2025,0.2,0.195,0.185,0.205,0.2,0.2075,0.18,0.205,0.2175,0.1875,0.1775,0.1625,0.2275,0.1525,0.1575,0.165,0.205,0.1825,0.165,0.2175,0.205,0.1925,0.21,0.1825,0.215,0.195,0.18,0.1725
第288回,2018-10-26,0.187032,0.149626,0.177057,0.194514,0.17207,0.174564,0.19202,0.204489,0.204489,0.199501,0.194514,0.184539,0.204489,0.199501,0.206983,0.182045,0.204489,0.216958,0.187032,0.177057,0.162095,0.226933,0.15212,0.157107,0.164589,0.204489,0.184539,0.164589,0.216958,0.204489,0.19202,0.21197,0.182045,0.214464,0.194514,0.179551,0.174564
第287回,2018-10-19,0.186567,0.151741,0.176617,0.19403,0.171642,0.174129,0.19403,0.20398,0.20398,0.201493,0.19403,0.18408,0.20398,0.199005,0.206468,0.181592,0.20398,0.216418,0.186567,0.179104,0.161692,0.226368,0.151741,0.159204,0.164179,0.20398,0.18408,0.164179,0.218905,0.20398,0.191542,0.211443,0.181592,0.216418,0.19403,0.179104,0.174129
第286回,2018-10-12,0.186104,0.151365,0.176179,0.19603,0.173697,0.173697,0.193548,0.203474,0.203474,0.200993,0.193548,0.183623,0.203474,0.200993,0.205955,0.181141,0.205955,0.218362,0.186104,0.17866,0.16129,0.225806,0.151365,0.158809,0.163772,0.203474,0.183623,0.163772,0.220844,0.203474,0.191067,0.210918,0.181141,0.215881,0.193548,0.17866,0.176179
